conv_id,date,transcript,num_msgs,email_usuario,preguntas_usuario,resumen,subsidio_recomendado,rsh,con_quien_postula,edad,tiene_propiedad,tiene_subsidio_habitacional,nacionalidad,ingresos,ahorro
CONV-11975,2025-11-06,Incidunt excepturi magni minus ipsam atque explicabo.,25,carolina.silva.demo45629@yahoo.com,"[""eius"", ""itaque"", ""facilis"", ""vel""]",Voluptatum at dolorem quos hic qui odit doloremque.,Pendiente evaluación,No registra,Otros,39,No,No,Colombiana,Más de $1.200.000,$500.000
CONV-11976,2024-10-24,Quibusdam quisquam quaerat autem tenetur earum ratione. Sed saepe explicabo quidem deserunt.,18,sonia.garcia.demo45803@hotmail.com,"[""deserunt""]",Fuga voluptatibus quas nam magnam.,DS49,60%,Solo,70,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11977,2025-08-16,Quos ipsa impedit sit debitis. Voluptates ex veniam explicabo enim ratione.,24,antonella.riveros.demo31191@outlook.com,"[""unde"", ""nulla"", ""neque"", ""nulla""]",Qui molestias esse exercitationem ut doloribus.,DS49,80%,Otros,26,Sí,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-11978,2024-12-15,Natus iusto provident delectus.,6,antonella.riveros.demo31191@outlook.com,"[""nisi"", ""magnam"", ""fugiat""]",Quidem necessitatibus voluptas.,DS1,40%,Cónyuge,43,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11979,2025-04-06,Libero sed tenetur ducimus molestias nesciunt.,15,antonella.riveros.demo31191@outlook.com,"[""commodi""]",Dolorem quas earum unde minima perferendis veritatis.,Pendiente evaluación,80%,Familia,51,Sí,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11980,2025-05-24,Minus laudantium ratione explicabo sint ullam. Optio hic eveniet id velit.,22,elena.roman.demo33254@gmail.com,"[""necessitatibus"", ""odio"", ""quis""]",Ut et aut earum quod qui.,DS49,80%,Otros,33,Sí,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11981,2026-01-10,Omnis accusamus provident consectetur facere.,15,oscar.inostroza.demo21111@yahoo.com,"[""numquam"", ""ab"", ""quaerat""]",A pariatur quae nisi nemo voluptatum.,Ninguno,80%,Solo,18,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-11982,2026-05-23,Ipsa ea cumque esse quia. Nam aliquam hic. Nam suscipit eius.,6,oscar.inostroza.demo21111@yahoo.com,"[""ab"", ""impedit"", ""fugit""]",Odit corporis placeat eligendi odio nemo tempore.,DS19,80%,Solo,39,Sí,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11983,2026-05-04,Consequuntur nemo odit minima at aperiam asperiores.,14,oscar.inostroza.demo21111@yahoo.com,"[""soluta"", ""sequi""]",Maxime magnam excepturi error in minus.,DS49,60%,Familia,45,No,No,Venezolana,$400.000 - $600.000,$500.000
CONV-11984,2024-07-22,Officia laborum distinctio earum repellat inventore hic aliquam.,15,jonathan.parra.demo27131@outlook.com,"[""architecto"", ""nihil""]",Ex qui soluta labore rerum excepturi aut.,Pendiente evaluación,40%,Familia,33,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11985,2026-04-10,Quis nihil optio vitae distinctio quisquam. Sed impedit commodi labore unde.,12,jonathan.parra.demo27131@outlook.com,"[""esse"", ""soluta""]",Harum voluptate magnam sequi at.,Ninguno,No registra,Familia,24,Sí,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11986,2024-07-05,Nulla facere fuga sint soluta qui.,25,javiera.pizarro.demo20677@outlook.com,"[""velit"", ""doloremque"", ""porro""]",Nostrum nostrum dignissimos quisquam odit.,Pendiente evaluación,60%,Otros,69,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11987,2026-05-04,Culpa ipsam deserunt modi.,11,luna.gonzalez.demo44426@yahoo.com,"[""omnis""]",Dicta quasi consequuntur eius maiores.,Pendiente evaluación,80%,Familia,30,No,Sí,Colombiana,Más de $1.200.000,$500.000
CONV-11988,2025-03-07,Qui ea porro quis vero.,22,david.padilla.demo46566@hotmail.com,"[""id"", ""id"", ""esse"", ""itaque""]",Voluptatum accusantium non quo sequi blanditiis.,DS1,No registra,Solo,42,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11989,2026-01-07,Molestiae ipsa molestiae quisquam. Quas officia illum autem quas itaque excepturi ut.,19,sixto.cabrera.demo36230@yahoo.com,"[""voluptatum"", ""voluptates""]",Iste assumenda assumenda.,DS49,No registra,Solo,50,No,No,Colombiana,$600.001 - $900.000,$2.000.000
CONV-11990,2026-03-14,Minus cumque accusantium in pariatur aliquam beatae.,18,sixto.cabrera.demo36230@yahoo.com,"[""nostrum"", ""aliquid"", ""fuga""]",Et explicabo totam.,DS49,40%,Cónyuge,38,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11991,2025-08-01,Illum magni a fugiat fuga libero fugiat ipsum.,7,david.gonzalez.demo2500@hotmail.com,"[""perferendis"", ""nisi""]",Illo possimus voluptatibus rem sequi necessitatibus.,DS49,40%,Otros,53,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11992,2026-04-06,Maiores ea adipisci nisi occaecati tempore corporis reprehenderit.,20,david.gonzalez.demo2500@hotmail.com,"[""suscipit"", ""voluptatibus""]",Esse soluta iure consectetur autem earum amet.,DS19,40%,Familia,19,Sí,Sí,Peruana,$600.001 - $900.000,$500.000
CONV-11993,2024-09-18,Corporis assumenda occaecati consequuntur deleniti repellat.,3,elizabeth.romero.demo38353@hotmail.com,"[""sapiente"", ""ducimus""]",Excepturi accusantium mollitia ad quaerat quod itaque.,Ninguno,40%,Familia,52,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-11994,2025-06-02,Ratione incidunt tenetur placeat.,8,elizabeth.romero.demo38353@hotmail.com,"[""similique""]",Ipsum asperiores maxime delectus sed consectetur.,Ninguno,40%,Solo,22,No,No,Chilena,$400.000 - $600.000,$500.000
CONV-11995,2024-12-11,Officiis excepturi eligendi aliquam.,16,jose.galvez.demo20098@yahoo.com,"[""reiciendis"", ""sint"", ""laboriosam"", ""at""]",Vel a sit.,Ninguno,80%,Cónyuge,49,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11996,2025-04-17,Cumque ut velit dicta blanditiis eum.,25,jose.galvez.demo20098@yahoo.com,"[""quae"", ""inventore"", ""accusantium""]",Non nesciunt consequatur porro.,DS1,40%,Familia,59,Sí,Sí,Colombiana,$600.001 - $900.000,$500.000
CONV-11997,2025-11-27,Optio eveniet ipsam laboriosam. Iste accusamus tempora sequi quisquam.,22,jose.galvez.demo20098@yahoo.com,"[""cumque""]",Laudantium voluptate aliquid et laboriosam in.,Pendiente evaluación,80%,Cónyuge,43,Sí,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-11998,2026-03-18,Dolores nesciunt aperiam ex consectetur autem culpa.,24,pedro.cardenas.demo22186@hotmail.com,"[""accusamus"", ""eos"", ""minus""]",Doloremque sapiente laudantium fuga.,DS19,80%,Solo,24,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11999,2025-06-09,Molestiae nobis similique unde placeat.,25,pedro.cardenas.demo22186@hotmail.com,"[""nulla""]",Accusantium praesentium saepe explicabo ipsum tempora inventore.,DS19,40%,Familia,23,Sí,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-12000,2025-01-23,Quas explicabo hic quos odio aliquam. Nostrum maiores asperiores minus quod pariatur.,17,pedro.cardenas.demo22186@hotmail.com,"[""velit""]",Aliquid quo labore quisquam quisquam.,DS19,40%,Familia,65,Sí,Sí,Venezolana,$600.001 - $900.000,$1.000.000
CONV-12001,2025-09-12,Reiciendis autem placeat officiis amet exercitationem provident.,20,maria.acuna.demo50743@outlook.com,"[""autem"", ""dolorem"", ""provident""]",Facere officia beatae vero deleniti voluptas.,DS19,40%,Familia,34,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-12002,2025-05-13,Eligendi beatae qui dolores. Ab magnam ea quis nostrum provident iure.,16,maria.acuna.demo50743@outlook.com,"[""sit"", ""provident"", ""minima"", ""aut""]",Minus similique molestiae excepturi molestiae.,DS19,60%,Solo,67,Sí,No,Chilena,$600.001 - $900.000,$500.000
CONV-12003,2024-11-01,Illum architecto sequi ea. Eaque deserunt tempora esse.,10,maria.acuna.demo50743@outlook.com,"[""voluptate"", ""mollitia"", ""alias"", ""beatae""]",Voluptas itaque asperiores distinctio consequuntur.,DS19,80%,Familia,25,No,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-12004,2025-04-15,Alias quo reiciendis nam modi voluptas possimus.,18,francisco.ortiz.demo41732@outlook.com,"[""dolorem""]",Illum natus provident ratione dignissimos blanditiis harum perferendis.,DS19,40%,Familia,49,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-12005,2026-02-21,Velit autem molestiae accusantium saepe perferendis nemo. Ullam quam ipsam corrupti.,25,ricardo.mendoza.demo34778@gmail.com,"[""unde"", ""ea"", ""ipsa"", ""temporibus""]",Maiores eos animi rerum similique.,DS1,60%,Solo,21,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-12006,2025-04-27,Vitae voluptas odit odio. Odit laborum voluptatum quidem esse maxime expedita.,16,ricardo.mendoza.demo34778@gmail.com,"[""facere"", ""aliquid"", ""dolorum""]",Quos iure qui saepe tempore eos adipisci.,Ninguno,60%,Familia,42,Sí,Sí,Venezolana,$900.001 - $1.200.000,$2.000.000
CONV-12007,2025-01-25,Laborum molestiae aut sapiente saepe. Illo tenetur a at.,25,ricardo.mendoza.demo34778@gmail.com,"[""itaque"", ""sed"", ""quas""]",Numquam iusto rerum facere.,DS49,60%,Solo,48,Sí,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-12008,2024-12-27,Dolor reprehenderit deserunt esse nisi assumenda facilis dolor.,15,alfredo.salgado.demo18540@hotmail.com,"[""harum"", ""sequi"", ""recusandae""]",Assumenda quod fuga veniam accusantium saepe.,DS19,60%,Familia,67,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-12009,2026-04-24,Quasi exercitationem neque harum.,18,elba.olivares.demo18870@yahoo.com,"[""maiores"", ""veniam"", ""eum"", ""distinctio""]",Porro fuga similique impedit architecto sed.,DS19,No registra,Familia,25,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-12010,2024-07-06,Doloremque veritatis dicta alias saepe quia.,12,luis.velasquez.demo37888@yahoo.com,"[""excepturi"", ""quasi"", ""natus""]",Quis illo id maiores accusamus cum nostrum.,DS19,80%,Otros,25,No,No,Venezolana,$400.000 - $600.000,$1.000.000
CONV-12011,2025-08-25,Iste deserunt deserunt qui ut nemo. Cumque asperiores vel rem ipsum.,9,luis.velasquez.demo37888@yahoo.com,"[""soluta"", ""ducimus""]",Fuga nam reiciendis magnam a impedit.,Pendiente evaluación,40%,Solo,57,Sí,No,Chilena,$600.001 - $900.000,$500.000
CONV-12012,2025-07-29,Cum temporibus impedit quo. Aperiam eum nemo qui quis.,24,luis.velasquez.demo37888@yahoo.com,"[""labore"", ""dignissimos"", ""hic"", ""iusto""]",Ducimus mollitia doloremque atque.,DS1,80%,Otros,34,Sí,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-12013,2025-06-29,Saepe voluptas tempora atque. Error aut eum ipsum deserunt.,15,paul.martinez.demo39983@yahoo.com,"[""omnis"", ""quos"", ""vero""]",Soluta voluptates numquam eum maiores cupiditate.,DS19,80%,Solo,21,No,No,Peruana,Más de $1.200.000,$1.000.000
CONV-12014,2026-04-24,Consequuntur dolore incidunt nemo reiciendis velit dicta.,16,jorge.cabezas.demo34123@yahoo.com,"[""aliquid""]",Quibusdam delectus inventore maxime iste aut.,DS19,80%,Familia,61,Sí,No,Chilena,Más de $1.200.000,$2.000.000
CONV-12015,2024-12-30,Repudiandae culpa sequi nemo.,10,jorge.cabezas.demo34123@yahoo.com,"[""repudiandae"", ""labore"", ""distinctio""]",Quod quas iusto praesentium fugiat officiis.,DS49,40%,Cónyuge,56,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-12016,2025-04-21,A culpa sapiente suscipit. Aliquid veniam pariatur sint natus reiciendis.,11,jorge.cabezas.demo34123@yahoo.com,"[""a""]",Soluta eveniet eligendi cum quod blanditiis alias.,Pendiente evaluación,60%,Familia,58,No,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-12017,2026-02-09,Veniam sint consequatur vel ipsum beatae. Repellendus velit maiores aperiam.,11,vicente.araneda.demo13155@outlook.com,"[""voluptatem"", ""labore"", ""in""]",Hic adipisci ut quasi amet.,Ninguno,40%,Cónyuge,28,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-12018,2026-05-04,Quae iste maiores veniam. Saepe quisquam provident quod.,21,vicente.araneda.demo13155@outlook.com,"[""eveniet""]",Ex rem vitae minus excepturi.,Pendiente evaluación,No registra,Familia,56,Sí,No,Venezolana,$600.001 - $900.000,$500.000
CONV-12019,2025-03-23,Eaque quia saepe cupiditate impedit voluptatem nostrum.,17,mauricio.ruz.demo10574@yahoo.com,"[""omnis"", ""molestiae"", ""provident"", ""provident""]",Ipsa voluptates iste illo tempora nesciunt fugiat distinctio.,DS19,No registra,Otros,59,No,Sí,Venezolana,$900.001 - $1.200.000,$500.000
CONV-12020,2024-10-30,Ex repellendus ducimus aliquam quas a. Cupiditate et rerum quibusdam.,24,albert.cortes.demo21855@yahoo.com,"[""a"", ""impedit""]",Excepturi aperiam ex quod architecto nihil molestiae.,DS49,No registra,Familia,52,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-12021,2026-01-07,Ratione veniam corrupti odio perferendis aspernatur quas.,19,albert.cortes.demo21855@yahoo.com,"[""temporibus"", ""cumque"", ""atque""]",Inventore quas exercitationem dolor odit doloribus libero.,Pendiente evaluación,40%,Cónyuge,67,Sí,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-12022,2026-03-19,Necessitatibus hic assumenda quis.,8,albert.cortes.demo21855@yahoo.com,"[""animi"", ""suscipit""]",Eos repellendus soluta nostrum eligendi.,Pendiente evaluación,40%,Solo,40,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-12023,2026-04-22,Expedita ea accusantium architecto. Ut a dolorum vel.,18,rodrigo.fuentealba.demo51278@yahoo.com,"[""facere"", ""soluta"", ""dignissimos""]",Molestias ea minima libero totam excepturi minima velit.,DS49,No registra,Cónyuge,53,No,No,Venezolana,$400.000 - $600.000,$2.000.000
CONV-12024,2025-06-08,Nam distinctio id nesciunt officia ex.,22,rodrigo.fuentealba.demo51278@yahoo.com,"[""perferendis"", ""odio"", ""unde""]",Enim rem excepturi ad.,Pendiente evaluación,80%,Cónyuge,45,No,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-12025,2026-02-19,Fugiat dignissimos eos est explicabo quasi. Commodi assumenda quibusdam pariatur.,5,susana.munoz.demo24138@yahoo.com,"[""illo"", ""amet"", ""debitis"", ""consequuntur""]",Eveniet quae deleniti quidem.,Pendiente evaluación,60%,Solo,40,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-12026,2025-02-12,Voluptatibus ipsum eveniet. Laborum qui qui debitis officia dolorum modi.,3,susana.munoz.demo24138@yahoo.com,"[""quia"", ""necessitatibus"", ""quam"", ""accusantium""]",Aperiam numquam quo rem laboriosam.,DS49,No registra,Otros,23,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-12027,2025-12-30,Dolorum voluptatum aut consequatur non vel magnam.,6,susana.munoz.demo24138@yahoo.com,"[""voluptatibus"", ""itaque""]",Vel accusamus repellat asperiores asperiores vero.,Ninguno,40%,Familia,39,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-12028,2024-08-16,Facilis debitis dolore minus natus delectus dolore.,10,sara.diaz.demo16645@gmail.com,"[""rem"", ""consequatur"", ""labore"", ""ex""]",Repellendus qui nulla quidem dolor.,DS19,40%,Solo,23,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-12029,2026-05-11,Repellat eligendi culpa omnis accusamus nulla.,7,sara.diaz.demo16645@gmail.com,"[""accusantium"", ""labore"", ""voluptates"", ""maiores""]",Tenetur soluta saepe.,DS19,80%,Cónyuge,45,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-12030,2026-03-12,Voluptatem asperiores praesentium repellat quam illum fugit.,15,maria.zuniga.demo1830@hotmail.com,"[""mollitia"", ""atque"", ""quaerat"", ""molestias""]",Odio repellendus vero expedita.,DS19,80%,Familia,19,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-12031,2024-09-02,Sequi quae reprehenderit esse alias.,9,ana.ibanez.demo38161@outlook.com,"[""fugit""]",Deserunt fugit iure porro dolores sequi nihil.,DS1,60%,Familia,59,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-12032,2026-03-29,Architecto quia mollitia a enim.,13,ana.ibanez.demo38161@outlook.com,"[""blanditiis""]",Eum eos perferendis architecto.,DS19,80%,Familia,25,Sí,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-12033,2024-06-05,Nam id laborum odit occaecati eligendi quaerat quisquam.,20,elias.briones.demo44042@outlook.com,"[""aut"", ""eveniet"", ""quia"", ""illum""]",Modi perspiciatis molestias impedit illum.,Ninguno,40%,Otros,29,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-12034,2025-06-25,Maxime expedita ab neque. Quas non hic ducimus.,19,elias.briones.demo44042@outlook.com,"[""non"", ""adipisci""]",Suscipit earum odio laudantium vero quidem totam.,DS1,60%,Cónyuge,60,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-12035,2024-11-20,Quas itaque magni autem consectetur cupiditate. Animi aut quisquam quod suscipit.,23,antonio.fierro.demo36833@outlook.com,"[""modi"", ""adipisci""]",Consequuntur commodi et quas earum maiores quaerat.,DS19,40%,Cónyuge,59,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-12036,2026-02-27,Voluptates veniam hic cumque occaecati culpa quia.,5,antonio.fierro.demo36833@outlook.com,"[""consequatur"", ""enim"", ""voluptates"", ""cupiditate""]",Tempore laborum labore molestias dolorum dolorum excepturi quam.,DS1,80%,Familia,27,No,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-12037,2024-09-28,Odit esse inventore mollitia adipisci esse.,16,luis.gomez.demo16659@outlook.com,"[""minima""]",Quo suscipit consectetur eligendi.,Pendiente evaluación,40%,Otros,37,Sí,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-12038,2025-08-09,Molestias incidunt quam ea.,22,ignacio.guzman.demo22519@yahoo.com,"[""voluptatibus"", ""et""]",Facere occaecati alias nostrum facere.,DS19,60%,Solo,41,Sí,No,Venezolana,$600.001 - $900.000,$1.000.000
CONV-12039,2024-12-30,Nobis id maxime hic blanditiis. Pariatur omnis similique aperiam numquam.,18,manuel.acosta.demo32859@hotmail.com,"[""harum"", ""sapiente"", ""iste"", ""inventore""]",Minus perferendis quasi.,DS19,80%,Cónyuge,49,No,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-12040,2025-01-29,Sequi nobis tempore sunt amet.,22,manuel.acosta.demo32859@hotmail.com,"[""accusantium"", ""impedit"", ""earum""]",Deserunt voluptas harum quasi.,Ninguno,60%,Solo,49,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-12041,2024-10-17,Ipsam quasi repudiandae voluptatibus.,10,maria.salazar.demo43817@hotmail.com,"[""natus"", ""explicabo""]",Expedita non ratione vero.,DS1,40%,Solo,28,No,No,Chilena,Más de $1.200.000,$500.000
CONV-12042,2024-06-09,Aliquid quis a facere labore. Nulla reiciendis atque iste.,7,maria.salazar.demo43817@hotmail.com,"[""quod""]",Natus quam sunt molestiae quas sint.,DS19,80%,Solo,61,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-12043,2024-09-24,Adipisci natus earum nam corporis.,9,eliana.contreras.demo4993@hotmail.com,"[""itaque"", ""aliquam"", ""similique""]",Maxime amet sunt sit cumque.,DS19,No registra,Solo,36,No,Sí,Venezolana,Más de $1.200.000,$1.000.000
CONV-12044,2025-10-05,Eligendi repellat facilis cumque corporis nesciunt.,21,javiera.espinoza.demo30583@gmail.com,"[""sunt""]",Inventore ea nam commodi.,Ninguno,40%,Solo,38,Sí,No,Venezolana,Más de $1.200.000,$2.000.000
CONV-12045,2024-07-26,Quisquam ipsum ut modi omnis nihil impedit quia.,20,javiera.espinoza.demo30583@gmail.com,"[""esse""]",Corrupti corporis eveniet similique nihil modi.,Pendiente evaluación,60%,Otros,34,Sí,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-12046,2024-08-24,Tenetur dolorum nobis earum molestias odit commodi.,19,javiera.espinoza.demo30583@gmail.com,"[""quia"", ""facere"", ""molestiae"", ""inventore""]",Consequatur impedit blanditiis consequuntur accusamus.,Pendiente evaluación,60%,Otros,55,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-12047,2025-04-18,Porro molestiae tempora magni.,12,amanda.brito.demo46124@outlook.com,"[""cumque""]",Veniam quas cum.,Pendiente evaluación,80%,Solo,51,Sí,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-12048,2026-02-10,Reprehenderit facilis itaque in.,19,mirko.torres.demo47196@yahoo.com,"[""quibusdam"", ""molestiae""]",Aut molestias ratione magni.,Ninguno,No registra,Otros,34,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-12049,2026-04-18,Officia facere sit ullam neque similique omnis.,18,andrea.uribe.demo7604@yahoo.com,"[""fuga"", ""reiciendis""]",Nemo odio sit ipsa ea dolor.,DS49,No registra,Otros,46,Sí,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-12050,2024-08-02,Nostrum placeat impedit reprehenderit.,4,andrea.uribe.demo7604@yahoo.com,"[""iste"", ""animi""]",Sed officia dolor aut nemo hic.,Ninguno,40%,Otros,23,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-12051,2025-04-12,Sunt illo tempora quasi. Dolore reprehenderit natus deleniti.,22,clara.villarroel.demo39399@hotmail.com,"[""tenetur"", ""veniam"", ""voluptatem"", ""odit""]",Iste aspernatur aliquid recusandae.,DS19,No registra,Cónyuge,61,Sí,No,Chilena,Más de $1.200.000,$1.000.000
